id,NAME,host_id,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,country,country_code,instant_bookable,cancellation_policy,room_type,Construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,house_rules,license
1001254,Clean & quiet apt home by the park,80014485718,unconfirmed,Madaline,Brooklyn,Kensington,40.64749,-73.97237,United States,US,FALSE,strict,Private room,2020,$966.00 ,$193.00 ,10,9,10/19/2021,0.21,4,6,286,Clean up and treat the home the way you'd like your home to be treated.  No smoking.,
1002102,Skylit Midtown Castle,52335172823,verified,Jenna,Manhattan,Midtown,40.75362,-73.98377,United States,US,FALSE,moderate,Entire home/apt,2007,$142.00 ,$28.00 ,30,45,5/21/2022,0.38,4,2,228,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK. I have a cute and quiet mixed chihuahua. I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand. Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,
1002403,THE VILLAGE OF HARLEM....NEW YORK !,78829239556,,Elise,Manhattan,Harlem,40.80902,-73.9419,United States,US,TRUE,flexible,Private room,2005,$620.00 ,$124.00 ,3,0,,,5,1,352,"I encourage you to use my kitchen, cooking and laundry facilities. There is no additional charge to use the washer/dryer in the basement.  No smoking, inside or outside. Come home as late as you want.  If you come home stumbling drunk, it's OK the first time. If you do it again, and you wake up me or the neighbors downstairs, we will be annoyed.  (Just so you know . . . )",
1002755,,85098326012,unconfirmed,Garry,Brooklyn,Clinton Hill,40.68514,-73.95976,United States,US,TRUE,moderate,Entire home/apt,2005,$368.00 ,$74.00 ,30,270,7/5/2019,4.64,4,1,322,,
1003689,Entire Apt: Spacious Studio/Loft by central park,92037596077,verified,Lyndon,Manhattan,East Harlem,40.79851,-73.94399,United States,US,FALSE,moderate,Entire home/apt,2009,$204.00 ,$41.00 ,10,9,11/19/2018,0.1,3,1,289,"Please no smoking in the house, porch or on the property (you can go to the nearby corner).  Reasonable quiet after 10:30 pm.  Please remove shoes in the house.",
1004098,Large Cozy 1 BR Apartment In Midtown East,45498551794,verified,Michelle,Manhattan,Murray Hill,40.74767,-73.975,United States,US,TRUE,flexible,Entire home/apt,2013,$577.00 ,$115.00 ,3,74,6/22/2019,0.59,3,1,374,"No smoking, please, and no drugs.",
1004650,BlissArtsSpace!,61300605564,,Alberta,Brooklyn,Bedford-Stuyvesant,40.68688,-73.95596,United States,US,FALSE,moderate,Private room,2015,$71.00 ,$14.00 ,45,49,10/5/2017,0.4,5,1,224,Please no shoes in the house so bring slippers or extra socks to keep your feet warm- especially in winter! No smoking either inside or outside. Please be considerate of neighbors from 10pm-7am in terms of noise. Please take out any trash and leave in the large blue garbage bin at the end of the driveway when you leave.,
1005202,BlissArtsSpace!,90821839709,unconfirmed,Emma,Brooklyn,Bedford-Stuyvesant,40.68688,-73.95596,United States,US,FALSE,moderate,Private room,2009,"$1,060.00 ",$212.00 ,45,49,10/5/2017,0.4,5,1,219,"House Guidelines for our BnB We are delighted to welcome you.  Check in Sun – Thurs by 8PM and Fri, Sat by 9pm. Please bear in mind that this is not a hotel but our home and we are opening it to you.  We will do our utmost to make your stay enjoyable and fun.  We ask that you take care to respect our home and its appearance.  Thank you.  Marilyn and Alan 1.ROOMS - The bedroom is yours for the duration of your stay.  Be sure to let us know if you need something.  Please keep it neat and tidy and take advantage of the closet and bureau for your belongings.  We do ask that you turn off lights, air conditioner, fan, etc. when you are not in the room. Thank you. 2.LIGHTS – Please, too, remember to turn off lights on the stairway when returning.   3.KEYS - 2 house keys are provided - Replacement cost is $15 each 4.PARKING – Parking is available on street at all times.   5.SHOES – When the weather is inclement please remove shoes.   6.TOILETRIES - If you need them we can provide basic toiletr",
1005754,Large Furnished Room Near B'way,79384379533,verified,Evelyn,Manhattan,Hell's Kitchen,40.76489,-73.98493,United States,US,TRUE,strict,Private room,2005,"$1,018.00 ",$204.00 ,2,430,6/24/2019,3.47,3,1,180,"- Please clean up after yourself when using the kitchen. - When using the bathroom, please be careful to minimize the amount of water on the floor when showering and using the sink. - Please make sure to remove any strands of hair from the sink and floors",
1006307,Cozy Clean Guest Room - Family Apt,75527839483,unconfirmed,Carl,Manhattan,Upper West Side,40.80178,-73.96723,United States,US,FALSE,strict,Private room,2015,$291.00 ,$58.00 ,2,118,7/21/2017,0.99,5,1,375,"NO SMOKING OR PETS ANYWHERE ON THE PROPERTY 1. Be respectful of the other tenants 2. If you use the grill, be sure to turn off the gas 3. Notify the owner of any discrepancies or things not functioning properly immediately 4. Please treat carpet stains promptly (or notify the owner) 5. Kindly turn off lights, air conditioners, and other electrical items when they aren't needed",
1006859,Cute & Cozy Lower East Side 1 bdrm,1280143094,verified,Miranda,Manhattan,Chinatown,40.71344,-73.99037,United States,US,FALSE,flexible,Entire home/apt,2004,$319.00 ,$64.00 ,1,160,6/9/2019,1.33,3,4,1,,
1007411,Beautiful 1br on Upper West Side,18824631834,verified,Alan,Manhattan,Upper West Side,40.80316,-73.96545,United States,US,TRUE,flexible,Entire home/apt,2008,$606.00 ,$121.00 ,5,53,6/22/2019,0.43,4,1,163,"My ideal guests would be warm, friendly, and respectful of sharing my home and it's rhythms. I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",
1007964,Central Manhattan/near Broadway,88136055909,verified,,Manhattan,Hell's Kitchen,40.76076,-73.98867,United States,US,FALSE,strict,Private room,2008,$714.00 ,$143.00 ,2,188,6/23/2019,1.5,4,1,258,"- One of the bedroom closets is not accessible to guests - Please be mindful of the neighbors, quiet time after 10PM  - Check-out time is at 11AM on the day of your departure.  - If you're going to smoke outside, please clean up after yourself and do not ",
1008516,"Lovely Room 1, Garden, Best Area, Legal rental",26802410424,verified,Darcy,brookln,South Slope,40.66829,-73.98779,United States,US,TRUE,moderate,Private room,2010,$580.00 ,$116.00 ,4,167,6/24/2019,1.34,4,3,47,,
1009068,Wonderful Guest Bedroom in Manhattan for SINGLES,88920244552,verified,Leonardo,Manhattan,Upper West Side,40.79826,-73.96113,United States,US,FALSE,flexible,Private room,2019,$149.00 ,$30.00 ,2,113,7/5/2019,0.91,3,1,68,,
1009621,West Village Nest - Superhost,46551725984,verified,Daniel,Manhattan,West Village,40.7353,-74.00525,United States,US,TRUE,flexible,Entire home/apt,2018,$578.00 ,,90,27,10/31/2018,0.22,3,1,100,"Arrival time can be no later than 9:00PM unless pre-arranged. No visitors allowed at anytime without prior approval. Overnight guests are not allowed at all. There is no room for guests. Don't ask. No smoking. 11:00 PM is quiet time while watching private room tv is acceptable. No eating meals in the room. It's too small, you'll see what I'm saying, and there's a nice dining table for that. Small snacks are fine. If you cook and/or uses dishes and utensils then please clean them so someone else can use them. Do not leave anything uncleaned in the sink overnight. Shared areas of the home are expected to be maintained after you use them. There are no room services provided other than normal cleaning. Closet and dresser space is provided for your clothes.",
1010173,Only 2 stops to Manhattan studio,62566345680,unconfirmed,Heather,Brooklyn,Williamsburg,40.70837,-73.95352,United States,,,moderate,Entire home/apt,2009,$778.00 ,,2,148,6/29/2019,1.2,3,1,197,"Absolutely no smoking in the building, handling of art work or damaging personal property. All additional charges for movie rental are the responsibility of the renter. Shower before entering the hot tub. No glass or food in the hot tub. Turn off all lights and appliances when leaving the unit.",
1010725,Perfect for Your Parents + Garden,80380130347,verified,Ryan,Brooklyn,Fort Greene,40.69169,-73.97185,United States,,,flexible,Entire home/apt,2006,$656.00 ,,2,198,6/28/2019,1.72,5,1,96,"- Please be mindful of the neighbors, quiet time after 10PM  - Check-out time is at 11AM on the day of your departure.  - If you're going to smoke outside, please clean up after yourself and do not throw cigarette butts on the ground - The refrigerator an",
1011277,Chelsea Perfect,73862528370,verified,Alberta,manhatan,Chelsea,40.74192,-73.99501,United States,,,moderate,Private room,2008,$460.00 ,,1,260,7/1/2019,2.12,3,1,325,,
1011830,Hip Historic Brownstone Apartment with Backyard,72145018858,,Martin,Brooklyn,Crown Heights,40.67592,-73.94694,United States,,,moderate,Entire home/apt,2004,"$1,095.00 ",,3,53,6/22/2019,4.44,5,1,345,"LAUNDRY - Laundry can be done by the visitor before 10 pm, preferably on weekends. - Please provide your own detergent and fabric conditioner. Keep the machine clean and remember to clean the filter before and after use. - Please ask hosts to teach you how to operate the machines if you are not familiar with it. - Please limit your load and washes as not to overload the machine. - One wash per week will be ideal. HOUSEKEEPING - The bedrooms shall be kept clean and tidy by the visitor. - Please be respectful of others and keep the bathroom clean – do not leave dirty clothes and trash lying around. - Each visitor is responsible for cleaning their own dirty dishes and throwing their own trash in the garbage bin outside. - Please provide your own toiletries such as bath soap, shampoo and toothpaste.  KITCHEN USE  - We are sharing our kitchen and kitchenware stuff. Please make sure to take care of them and make sure you clean, dry and put them back where you found them. If you are cooking,",
1012382,Huge 2 BR Upper East  Cental Park,79805143117,verified,Audrey,Manhattan,East Harlem,40.79685,-73.94872,United States,,,moderate,Entire home/apt,2013,$281.00 ,$56.00 ,7,0,,,3,2,347,"No smoking, No pets.  No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also  refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",
1012934,Sweet and Spacious Brooklyn Loft,86554611512,verified,Alissa,Brooklyn,Williamsburg,40.71842,-73.95718,United States,,,flexible,Entire home/apt,2016,$477.00 ,$95.00 ,3,9,12/28/2021,0.07,3,1,193,"- No smoking or open flames on the property - Please respect the peace and privacy of our neighbors  - Access Roslindale Urban Wild from street - do not jump backyard fence - Max of 3 occupants, please!",
1013487,CBG CtyBGd HelpsHaiti rm#1:1-4,53754237010,verified,Mary,Brooklyn,Park Slope,40.68069,-73.97706,United States,,,moderate,Private room,2013,$133.00 ,$27.00 ,2,130,7/1/2019,1.09,4,6,54,"Arrival time can be no later than 10:00PM. No visitors allowed at anytime without prior approval. Overnight guests are only allowed as part of the reservation. Never more than 2 people in this room.  No smoking. 11:00 PM is quiet time while watching private room tv is acceptable. No eating meals in the room. It's too small, you'll see what I'm saying, and there's a nice dining table for that. Small snacks are fine. If you cook and/or uses dishes and utensils then please clean them so someone else can use them. Do not leave anything uncleaned in the sink overnight. Shared areas of the home are expected to be maintained after you use them. There are no room services provided other than normal cleaning. Closet and dresser space is provided for your clothes.",
1014039,CBG Helps Haiti Room#2.5,87668933180,,William,Brooklyn,Park Slope,40.67989,-73.97798,United States,,,moderate,Private room,2017,"$1,050.00 ",$210.00 ,1,39,1/1/2019,0.37,3,6,9,,
1014591,CBG Helps Haiti Rm #2,57827496420,unconfirmed,Charlotte,Brooklyn,Park Slope,40.68001,-73.97865,United States,,,strict,Private room,2005,$816.00 ,$163.00 ,2,71,7/2/2019,0.61,4,6,344,We take great care of our home and expect you to do the same.  Smoking is not permitted anywhere on the property.,
1015144,"MAISON DES SIRENES1,bohemian apartment",48387947293,,Miranda,Brooklyn,Bedford-Stuyvesant,40.68371,-73.94028,United States,,,strict,Entire home/apt,2006,"$1,175.00 ",$235.00 ,2,88,6/19/2019,0.73,4,2,372,,
1015696,Sunny Bedroom Across Prospect Park,81686279636,,Carlos,Brooklyn,Windsor Terrace,40.65599,-73.97519,United States,,,moderate,Private room,2021,$530.00 ,$106.00 ,1,19,6/23/2019,1.37,5,2,344,"Quiet neighborhood, middle apartment of big house, quiet after 11:00. No smoking or candles in apartment.  Clean kitchen after use.",
1016248,Magnifique Suite au N de Manhattan - vue Cloitres,38811420224,verified,Adrianna,Manhattan,Inwood,40.86754,-73.92639,United States,,,strict,Private room,2017,$274.00 ,$55.00 ,4,0,,,,1,96,"To treat our home with respect.  No smoking inside but feel free to use the front porch.  The marble in the bathroom is very easily stained. We ask that you limit drinking coffee, red wine, etc to the bedroom.",
1016800,Midtown Pied-a-terre,19382804591,unconfirmed,Andrew,Manhattan,Hell's Kitchen,40.76715,-73.98533,United States,,,moderate,Entire home/apt,2016,$209.00 ,$42.00 ,10,58,8/13/2017,0.49,,1,103,"Please no pets or smoking in the house, though you can go out on a private porch if you must indulge. Feel free to bring food and cook...I love it when guests prepare a meal.   Quiet hours 9PM to 6AM.",
1017353,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",51449163855,verified,Daryl,Manhattan,Inwood,40.86482,-73.92106,United States,,,strict,Private room,2021,$432.00 ,$86.00 ,3,108,6/15/2019,1.11,,3,172,"My ideal guests would be warm, friendly, and respectful of sharing my home and it's rhythms. I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",
1017905,Modern 1 BR / NYC / EAST VILLAGE,86424057349,unconfirmed,Tyler,Manhattan,East Village,40.7292,-73.98542,United States,,,flexible,Entire home/apt,2010,$666.00 ,$133.00 ,14,29,4/19/2019,0.24,,1,56,"Just be respectful, clean, and quiet after 10:00PM!",
1018457,front room/double bed,69410526955,unconfirmed,Byron,Manhattan,Harlem,40.82245,-73.95104,United States,,,flexible,Private room,2004,$770.00 ,$154.00 ,3,242,6/1/2019,2.04,,3,105,"No loud noises or loud music. Please help us save the planet by shutting off all the lights when they are not needed. Make sure the coffee maker, toaster and other appliance are off when you leave every morning.  No pets. Remove your shoes and keep them inside the apartment. ABSOLUTELY NO SMOKING is allowed in the house. It is only allowed in the rear part of the building. No wild parties, this is a quiet building. All dishes should ne washed after used. All garbage should be taken out and put in the trash cans in the back porch. And last and not least, ENJOY YOUR STAY WITH US!!",
1019010,Spacious 1 bedroom in luxe building,80369762211,verified,Mary,Manhattan,Harlem,40.81305,-73.95466,United States,,,flexible,Private room,2007,$512.00 ,$102.00 ,2,88,6/14/2019,1.42,,1,169,,
1019562,Loft in Williamsburg Area w/ Roof,50968902783,unconfirmed,John,Brooklyn,Greenpoint,40.72219,-73.93762,United States,,,moderate,Private room,2007,$858.00 ,$172.00 ,4,197,6/15/2019,1.65,,3,383,"LAUNDRY - Laundry can be done by the visitor before 10 pm, preferably on weekends. - Please provide your own detergent and fabric conditioner. Keep the machine clean and remember to clean the filter before and after use. - Please ask hosts to teach you how to operate the machines if you are not familiar with it. - Please limit your load and washes as not to overload the machine. - One wash per week will be ideal. HOUSEKEEPING - The bedrooms shall be kept clean and tidy by the visitor. - Please be respectful of others and keep the bathroom clean – do not leave dirty clothes and trash lying around. - Each visitor is responsible for cleaning their own dirty dishes and throwing their own trash in the garbage bin outside. - Please provide your own toiletries such as bath soap, shampoo and toothpaste.  KITCHEN USE  - We are sharing our kitchen and kitchenware stuff. Please make sure to take care of them and make sure you clean, dry and put them back where you found them. If you are cooking,",
1020114,back room/bunk beds,25066620900,verified,Alfred,Manhattan,Harlem,40.8213,-73.95318,United States,,,strict,Private room,2021,$545.00 ,$109.00 ,3,273,7/1/2019,2.37,,3,411,Please no smoking on the property,
1020667,Large B&B Style rooms,57938703679,unconfirmed,Jared,Brooklyn,Bedford-Stuyvesant,40.6831,-73.95473,United States,US,TRUE,strict,Private room,2016,$191.00 ,$38.00 ,1,74,5/12/2019,0.66,,2,76,"No smoking, this is non-negotiable.  No illegal drug use and we make no exceptions.  We do not allow additional guests or parties.  We expect respectful behavior, particularly late at night. We can allow friendly, house- trained dogs.  We have a dog of our own, so its important that your dog be under your charge at all times.  You may not leave your dog in the apartment alone.  You will be responsible for any damage pets may incur, including paying for cleaning of carpets should they be soiled.",
1021219,"Lovely room 2 & garden; Best area, Legal rental",53343148512,verified,Brad,Brooklyn,South Slope,40.66869,-73.9878,United States,US,TRUE,moderate,Private room,2003,"$1,111.00 ",$222.00 ,4,168,6/21/2019,1.41,,3,416,,
1021771,Clean and Quiet in Brooklyn,26207748876,verified,Arthur,Brooklyn,Bedford-Stuyvesant,40.68876,-73.94312,United States,US,FALSE,moderate,Private room,2004,$203.00 ,$41.00 ,60,0,,,,1,294,NO Shoes in the house. This is why my house is so clean!  NO Smoking inside or outside (cigarettes or anything else).  NO Parties (inside or outside). NO pets (inside or out)  This is a nice quiet neighborhood. Please be respectful of others.,
1022323,Cute apt in artist's home,88653822946,verified,Joyce,Brooklyn,Bushwick,40.70186,-73.92745,United States,US,TRUE,moderate,Entire home/apt,2005,"$1,097.00 ",$219.00 ,2,231,6/22/2019,1.96,3,2,214,"Please no shoes inside the house and no  smoking (cigarettes or anything else) either in or outside. Please be respectful of neighbors in the evening and early morning (10pm-7am). When you leave at the end of your stay, please take your trash outside to the large garbage bin at the end of the driveway.",
1022876,Country space in the city,49725315867,verified,Deanna,Brooklyn,Flatbush,40.63702,-73.96327,United States,US,TRUE,strict,Private room,2011,"$1,020.00 ",$204.00 ,1,0,,,3,1,356,"House Guidelines for our BnB We are delighted to welcome you.  Check in Sun – Thurs by 8PM and Fri, Sat by 9pm. Please bear in mind that this is not a hotel but our home and we are opening it to you.  We will do our utmost to make your stay enjoyable and fun.  We ask that you take care to respect our home and its appearance.  Thank you.  Marilyn and Alan 1.ROOMS - The bedroom is yours for the duration of your stay.  Be sure to let us know if you need something.  Please keep it neat and tidy and take advantage of the closet and bureau for your belongings.  We do ask that you turn off lights, air conditioner, fan, etc. when you are not in the room. Thank you. 2.LIGHTS – Please, too, remember to turn off lights on the stairway when returning.   3.KEYS - 2 house keys are provided - Replacement cost is $15 each 4.PARKING – Parking is available on street at all times.   (website hidden) – When the weather is inclement please remove shoes.   6.TOILETRIES - If you need them we can provide basi",
1023428,LowerEastSide apt share shortterm 1,31736204344,,Clark,Manhattan,Lower East Side,40.71401,-73.98917,United States,US,TRUE,moderate,Shared room,2012,"$1,010.00 ",$202.00 ,1,214,7/5/2019,1.81,5,4,110,"Not smoking, drugs, or alcoholics allow. Guest most inform the purpose of their trip and provide ID or passport upon arrival. Only 1 gust allow unless the guest consult the host first for any other type of arrangements.",
1023980,ENJOY Downtown NYC!,63131487263,unconfirmed,Byron,Manhattan,East Village,40.7229,-73.98199,United States,US,FALSE,strict,Private room,2005,$563.00 ,$113.00 ,2,245,6/21/2019,2.08,3,2,354,,
1024533,Beautiful Sunny Park Slope Brooklyn,50357575975,verified,Alina,Brooklyn,South Slope,40.66278,-73.97966,United States,US,TRUE,flexible,Entire home/apt,2020,$370.00 ,$74.00 ,3,15,5/27/2019,0.39,2,1,33,"No smoking inside. Since I have a dog, there are no other pets allowed.",
1025085,1bdr w private bath. in lofty apt,45597582469,,Charlie,Brooklyn,Fort Greene,40.69673,-73.97584,United States,US,FALSE,strict,Private room,2008,$687.00 ,$137.00 ,7,25,9/30/2018,0.23,1,1,405,"No smoking, No pets. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",
1025637,West Side Retreat,55430108992,unconfirmed,Alford,Manhattan,Upper West Side,40.79009,-73.97927,United States,US,FALSE,strict,Private room,2017,$856.00 ,$171.00 ,4,81,6/16/2019,0.69,3,1,86,"Free WiFi! * No smoking anywhere on property. *No out-door shoes to be worn in the house. We ask that guests be willing to be considerate and quiet while coming and going from 10 pm to 6 am, please. This is a non-smoking property. There is no smoking anywhere on the property, inside nor on the porch. We also ask guests to bring inside shoes/slippers. Thank you. As this is our home, we request you not to move the furniture nor our belongings around and to treat our home as you would wish your home to be treated. Thank you.",
1026190,BEST BET IN HARLEM,2107606817,unconfirmed,Chester,Manhattan,Harlem,40.81175,-73.94478,United States,US,TRUE,flexible,Entire home/apt,2006,$62.00 ,$12.00 ,7,97,6/13/2019,0.84,,1,152,- Quiet hours between 10pm-6am - Visitors in common spaces only,
1026742,Entire apartment in central Brooklyn neighborhood.,41615406010,,David,Brooklyn,Prospect-Lefferts Gardens,40.65944,-73.96238,United States,US,FALSE,strict,Entire home/apt,2007,$435.00 ,$87.00 ,,11,6/5/2019,0.49,,1,353,,
1027294,"1 Stop fr. Manhattan! Private Suite,Landmark Block",81253735818,unconfirmed,Victoria,Queens,Long Island City,40.74771,-73.9474,United States,US,TRUE,flexible,Private room,2022,$916.00 ,$183.00 ,,248,7/1/2019,2.25,,1,26,"The room is strictly non-smoking, however, you can smoke in the back porch. No drugs! No visitors without previous authorization. We do prefer adults since the house is not ""child proof"" and, we are full time workers. Babies OK!  Please, keep in mind that, this is not a hotel.  The room should be left in good condition and picked up when you leave.  Longer term renters use of kitchen and other facilities can be arranged.",
1027846,Charming Brownstone 3 - Near PRATT,42134614458,verified,Jared,Brooklyn,Bedford-Stuyvesant,40.68111,-73.95591,United States,US,TRUE,moderate,Entire home/apt,2019,$459.00 ,$92.00 ,,61,5/25/2019,0.52,,1,32,"No smoking, please. No drugs or guns allowed.  Only registered guests allowed; no other visitors please.  We cannot accommodate pets as I already have two. Cat:  OK to let Bella out of the house.  Dog:  Please don't let Moe out of the house. He'd like to run to the street. He is also a bit noisy when visitors arrive. Please say hi and then ignore him and he'll calm down.  No candles or incense burning.  Kitchen:  you are welcome to use kitchen and appliances between 7a and 9p, except no stove use for cooking meals please.",
1028399,bright and stylish duplex,53466382920,verified,Chloe,Brooklyn,Bedford-Stuyvesant,40.68554,-73.9409,United States,US,FALSE,moderate,Entire home/apt,2015,$363.00 ,$73.00 ,,11,1/1/2017,0.1,1,1,85,No smoking. No pet. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.,
1028951,Fort Greene brownstone,49393946881,unconfirmed,Abraham,Brooklyn,Fort Greene,40.69142,-73.97376,United States,US,TRUE,strict,Private room,2009,$212.00 ,$42.00 ,,135,6/17/2019,1.16,1,2,,"We limit number of guests not staying, so please keep it to a maximum of 2 additional visitors within normal social hours (noon-11pm). We are respectful of others, and expect the same from our guests. Have fun and come and go as you please. We promise to do the same.",
1029503,Blue Room for 2 in Brownstone for $1350 monthly,1529890895,unconfirmed,Sophia,Brooklyn,Bedford-Stuyvesant,40.68043,-73.93934,United States,US,FALSE,moderate,Private room,2015,$728.00 ,$146.00 ,,112,6/16/2019,1.01,2,3,,"We regret we cannot accommodate pets.  Strictly no smoking anywhere on the property. Not inside. Not in the yard. Not on the deck or driveway. Like many New England houses, our house is constructed entirely of wood. No smoking please. ",
1030056,Cozy 1BD on Central Park West in New York City,50562514538,unconfirmed,Madaline,Manhattan,Upper West Side,40.78635,-73.97008,United States,US,TRUE,strict,Entire home/apt,2013,$901.00 ,$180.00 ,,73,7/7/2019,0.63,3,1,,No smoking anywhere on the property. Quiet and no noise after 10 pm or before 6 am. No outdoor shoes to be worn in the house. Please respect our home as we would yours. No pets.,
1030608,* ORIGINAL BROOKLYN LOFT *,49585766302,verified,Sawyer,Brooklyn,Williamsburg,40.7042,-73.9356,United States,US,FALSE,flexible,Entire home/apt,2007,$335.00 ,$67.00 ,,82,5/17/2019,0.7,2,1,,,
1031160,Greenpoint Place...Has It All!,52857769781,unconfirmed,Madaline,Brooklyn,Greenpoint,40.73506,-73.95392,United States,US,TRUE,moderate,Entire home/apt,2014,$254.00 ,$51.00 ,,328,6/29/2019,2.82,5,1,,Strictly NO smoking. No loud noises after 10pm.,
1031713,Beautiful Apartment in Manhattan!!!,39829029279,verified,Richard,Manhattan,Kips Bay,40.73961,-73.98074,United States,US,TRUE,moderate,Entire home/apt,2017,$903.00 ,$181.00 ,,19,3/25/2019,0.22,5,1,,"Check-in is at 3pm, and check-out is by 11am. Arriving slightly earlier, or want that extra hour to sleep? Should be fine, but please check with us first. We understand that accidents happen. But we do ask that you please let us know when they do. Chances are we can fix them as effortlessly, as long as we know in advance. No smoking or open flames inside the house. We expect guests to treat the home with respect, it's an old house be kind to her. Whilst we do a thorough professional clean between each guest stay, we kindly ask that prior to leaving, you clean and put away any dishes or kitchenware used and put any dirty towels in the tub in the downstairs bathroom. It helps us get through our cleaning process quicker and allows us to keep cleaning costs down for you and future guests. Return all keys to the lock box at departure.  To keep our costs down (and pass those savings on to our guests) we kindly ask that you switch off lights, the air conditioner or heat when its not in use or",
1032265,Williamsburg 1 bedroom Apartment,84933495312,unconfirmed,Paul,Brooklyn,Williamsburg,40.70881,-73.9593,United States,US,FALSE,moderate,Entire home/apt,2012,$439.00 ,$88.00 ,30,105,6/22/2019,0.9,5,1,,No smoking or pets. Don't forget to recycle.,
1032817,,18424415847,unconfirmed,Carina,Manhattan,Lower East Side,40.72004,-73.99104,United States,US,TRUE,flexible,Private room,2009,"$1,024.00 ",$205.00 ,5,19,5/18/2019,0.17,4,1,,,
1033369,,48877238684,,Sophia,Manhattan,Hell's Kitchen,40.75531,-73.99293,United States,US,TRUE,strict,Private room,2006,$658.00 ,$132.00 ,2,289,6/9/2019,2.49,3,2,,,
1033922,,71987706184,verified,Rosie,Brooklyn,Greenpoint,40.72401,-73.93788,United States,US,FALSE,flexible,Private room,2020,$543.00 ,$109.00 ,4,138,6/4/2019,1.19,1,3,,No smoking.,
1034474,,85649449746,verified,Frederick,Manhattan,SoHo,40.7221,-73.99775,United States,US,TRUE,strict,Entire home/apt,2019,$256.00 ,$51.00 ,30,21,6/29/2019,0.3,5,1,,Quietly please.  I am on the top floor and have people living in the condo below me.  Thanks!!,
